tic,toc,method,size,elapsed
5.409,7.456,mc,1265,2.0470000000000006
9.723,57.196,exact,12649,47.473
57.197,81.339,mc,12649,24.141999999999996
81.474,81.483,exact,40,0.009000000000000341
81.483,81.842,mc,40,0.35899999999999466
81.968,81.979,exact,126,0.01099999999999568
81.979,82.34400000000001,mc,126,0.3650000000000091
82.659,87.22500000000001,exact,4000,4.5660000000000025
87.22500000000001,89.976,mc,4000,2.7509999999999906
90.108,90.159,exact,400,0.05100000000000193
90.159,90.537,mc,400,0.3780000000000001
4.509,4.946,exact,126,0.4369999999999994
4.946,6.2490000000000006,mc,126,1.3030000000000008
6.381,6.418,exact,40,0.03699999999999992
6.418,6.782,mc,40,0.3639999999999999
6.917,7.37,exact,1265,0.4530000000000003
7.37,7.979,mc,1265,0.609
8.11,8.164,exact,400,0.05400000000000027
8.164,8.544,mc,400,0.3800000000000008
8.921,13.617,exact,4000,4.6960000000000015
13.618,16.369,mc,4000,2.7509999999999994
18.606,64.871,exact,12649,46.26499999999999
64.871,89.022,mc,12649,24.15100000000001
4.466,4.897,exact,40,0.43100000000000005
4.897,6.181,mc,40,1.2839999999999998
6.337,6.82,exact,1265,0.48300000000000054
6.82,7.446,mc,1265,0.6259999999999994
7.5760000000000005,7.627,exact,400,0.05099999999999927
7.627,8.009,mc,400,0.38200000000000056
8.125,8.136000000000001,exact,126,0.011000000000001009
8.136000000000001,8.499,mc,126,0.36299999999999955
10.725,56.703,exact,12649,45.978
56.703,80.85000000000001,mc,12649,24.147000000000006
81.191,85.634,exact,4000,4.442999999999998
85.634,88.393,mc,4000,2.7590000000000003
4.4590000000000005,4.9350000000000005,exact,400,0.476
4.9350000000000005,6.325,mc,400,1.3899999999999997
8.562,54.08,exact,12649,45.518
54.08,78.239,mc,12649,24.159000000000006
78.375,78.387,exact,126,0.012000000000000455
78.387,78.747,mc,126,0.35999999999999943
79.061,83.507,exact,4000,4.445999999999998
83.507,86.263,mc,4000,2.7560000000000002
86.409,86.858,exact,1265,0.44899999999999807
86.858,87.443,mc,1265,0.5849999999999937
87.568,87.578,exact,40,0.010000000000005116
87.578,87.936,mc,40,0.3580000000000041
4.478,5.3660000000000005,exact,1265,0.8880000000000008
5.3660000000000005,7.390000000000001,mc,1265,2.024
7.526,7.562,exact,126,0.036000000000000476
7.562,7.926,mc,126,0.3639999999999999
8.039,8.045,exact,40,0.006000000000000227
8.046,8.407,mc,40,0.36100000000000065
8.521,8.57,exact,400,0.04899999999999949
8.57,8.954,mc,400,0.38400000000000034
9.325000000000001,14.023,exact,4000,4.697999999999999
14.023,16.771,mc,4000,2.748000000000001
19.002,64.878,exact,12649,45.876000000000005
64.878,89.034,mc,12649,24.156000000000006
4.453,4.8870000000000005,exact,40,0.43400000000000016
4.8870000000000005,6.198,mc,40,1.311
8.429,54.475,exact,12649,46.046
54.475,78.627,mc,12649,24.151999999999994
78.763,78.775,exact,126,0.012000000000000455
78.775,79.137,mc,126,0.36199999999999477
79.252,79.302,exact,400,0.05000000000001137
79.302,79.682,mc,400,0.37999999999999545
79.813,80.265,exact,1265,0.4519999999999982
80.265,80.851,mc,1265,0.5859999999999985
81.183,85.618,exact,4000,4.434999999999988
85.618,88.379,mc,4000,2.76100000000001
4.508,5.386,exact,1265,0.8780000000000001
5.386,7.4350000000000005,mc,1265,2.0490000000000004
7.567,7.6000000000000005,exact,40,0.03300000000000036
7.6000000000000005,7.962,mc,40,0.3619999999999992
8.078,8.127,exact,400,0.049000000000001265
8.127,8.51,mc,400,0.3829999999999991
8.627,8.637,exact,126,0.009999999999999787
8.638,9.002,mc,126,0.36400000000000077
11.25,57.036,exact,12649,45.786
57.036,81.19,mc,12649,24.153999999999996
81.528,85.988,exact,4000,4.459999999999994
85.988,88.743,mc,4000,2.7549999999999955
4.482,5.365,exact,1265,0.883
5.3660000000000005,7.426,mc,1265,2.0599999999999996
7.562,7.594,exact,40,0.03200000000000003
7.594,7.96,mc,40,0.36599999999999966
8.075,8.125,exact,400,0.05000000000000071
8.125,8.509,mc,400,0.38400000000000034
8.827,13.487,exact,4000,4.66
13.487,16.25,mc,4000,2.763
18.504,64.96900000000001,exact,12649,46.465
64.96900000000001,89.122,mc,12649,24.15299999999999
89.254,89.266,exact,126,0.012000000000000455
89.266,89.628,mc,126,0.36199999999999477
4.461,4.894,exact,126,0.43299999999999983
4.8950000000000005,6.197,mc,126,1.3019999999999996
6.329,6.407,exact,400,0.07800000000000029
6.407,6.804,mc,400,0.39700000000000024
6.942,7.391,exact,1265,0.44899999999999984
7.391,7.997,mc,1265,0.6059999999999999
10.237,56.076,exact,12649,45.839
56.076,80.227,mc,12649,24.151000000000003
80.559,84.931,exact,4000,4.372
84.932,87.688,mc,4000,2.7560000000000002
87.813,87.82000000000001,exact,40,0.007000000000005002
87.82000000000001,88.178,mc,40,0.3579999999999899
4.706,9.606,exact,4000,4.8999999999999995
9.606,13.893,mc,4000,4.287000000000001
16.135,61.074,exact,12649,44.93899999999999
61.074,85.21600000000001,mc,12649,24.14200000000001
85.34,85.392,exact,400,0.0519999999999925
85.392,85.769,mc,400,0.37700000000000955
85.875,85.883,exact,40,0.007999999999995566
85.883,86.241,mc,40,0.3580000000000041
86.346,86.35600000000001,exact,126,0.010000000000005116
86.35600000000001,86.718,mc,126,0.36199999999999477
86.843,87.288,exact,1265,0.4449999999999932
87.288,87.884,mc,1265,0.5960000000000036
6.533,52.003,exact,12649,45.47
52.004,77.62,mc,12649,25.616000000000007
77.745,77.785,exact,126,0.03999999999999204
77.785,78.145,mc,126,0.35999999999999943
78.251,78.258,exact,40,0.006999999999990791
78.258,78.617,mc,40,0.35900000000000887
78.742,79.185,exact,1265,0.44299999999999784
79.185,79.769,mc,1265,0.5840000000000032
80.083,84.48,exact,4000,4.397000000000006
84.48,87.243,mc,4000,2.762999999999991
87.368,87.418,exact,400,0.05000000000001137
87.418,87.795,mc,400,0.37699999999999534
4.464,4.938,exact,400,0.4739999999999993
4.938,6.327,mc,400,1.3890000000000002
6.457,6.496,exact,126,0.03900000000000059
6.496,6.86,mc,126,0.3639999999999999
6.994,7.4430000000000005,exact,1265,0.44900000000000073
7.4430000000000005,8.055,mc,1265,0.6119999999999992
8.39,12.991,exact,4000,4.600999999999999
12.991,15.734,mc,4000,2.7430000000000003
17.967,63.006,exact,12649,45.039
63.006,87.157,mc,12649,24.150999999999996
87.279,87.289,exact,40,0.010000000000005116
87.289,87.649,mc,40,0.35999999999999943
4.478,4.913,exact,126,0.4350000000000005
4.913,6.213,mc,126,1.2999999999999998
8.475,54.104,exact,12649,45.629
54.104,78.253,mc,12649,24.149
78.384,78.435,exact,400,0.05100000000000193
78.435,78.812,mc,400,0.37699999999999534
78.922,78.929,exact,40,0.007000000000005002
78.929,79.288,mc,40,0.35899999999999466
79.596,83.974,exact,4000,4.378
83.974,86.738,mc,4000,2.763999999999996
86.881,87.32300000000001,exact,1265,0.4420000000000073
87.32300000000001,87.908,mc,1265,0.5849999999999937
4.465,4.899,exact,40,0.43400000000000016
4.899,6.18,mc,40,1.2809999999999997
8.431000000000001,54.491,exact,12649,46.06
54.491,78.637,mc,12649,24.146
78.967,83.35000000000001,exact,4000,4.38300000000001
83.35000000000001,86.112,mc,4000,2.7619999999999862
86.246,86.295,exact,400,0.049000000000006594
86.295,86.674,mc,400,0.3790000000000049
86.801,87.259,exact,1265,0.4579999999999984
87.259,87.849,mc,1265,0.5900000000000034
87.97200000000001,87.982,exact,126,0.009999999999990905
87.983,88.351,mc,126,0.367999999999995
4.468,4.9430000000000005,exact,400,0.47500000000000053
4.9430000000000005,6.34,mc,400,1.3969999999999994
6.469,6.5040000000000004,exact,40,0.03500000000000014
6.5040000000000004,6.8660000000000005,mc,40,0.3620000000000001
9.087,54.341,exact,12649,45.254000000000005
54.341,78.488,mc,12649,24.147
78.818,83.163,exact,4000,4.344999999999999
83.163,85.922,mc,4000,2.7590000000000003
86.044,86.055,exact,126,0.01100000000000989
86.055,86.416,mc,126,0.36099999999999
86.542,86.985,exact,1265,0.44299999999999784
86.985,87.571,mc,1265,0.5859999999999985
6.562,52.575,exact,12649,46.013000000000005
52.576,78.174,mc,12649,25.598000000000006
78.298,78.377,exact,400,0.07899999999999352
78.377,78.755,mc,400,0.3780000000000001
79.06400000000001,83.446,exact,4000,4.381999999999991
83.446,86.197,mc,4000,2.7510000000000048
86.312,86.319,exact,40,0.007000000000005002
86.319,86.675,mc,40,0.35599999999999454
86.791,87.227,exact,1265,0.43600000000000705
87.227,87.809,mc,1265,0.5819999999999936
87.922,87.937,exact,126,0.015000000000000568
87.937,88.298,mc,126,0.3610000000000042
4.4270000000000005,4.909,exact,400,0.4819999999999993
4.909,6.297,mc,400,1.388
6.428,6.4670000000000005,exact,126,0.03900000000000059
6.4670000000000005,6.83,mc,126,0.36299999999999955
6.977,6.985,exact,40,0.008000000000000007
6.985,7.354,mc,40,0.3689999999999998
7.484,7.938,exact,1265,0.45399999999999974
7.938,8.540000000000001,mc,1265,0.6020000000000012
10.799,59.835,exact,12649,49.036
59.836,83.982,mc,12649,24.146
84.309,88.676,exact,4000,4.367000000000004
88.676,91.431,mc,4000,2.7549999999999955
4.468,5.338,exact,1265,0.8700000000000001
5.338,7.399,mc,1265,2.061
7.728,12.171,exact,4000,4.443
12.171,14.917,mc,4000,2.7460000000000004
17.14,62.050000000000004,exact,12649,44.910000000000004
62.050000000000004,86.199,mc,12649,24.148999999999994
86.32000000000001,86.33200000000001,exact,126,0.012000000000000455
86.33200000000001,86.69500000000001,mc,126,0.36299999999999955
86.804,86.85300000000001,exact,400,0.049000000000006594
86.85300000000001,87.237,mc,400,0.38399999999998613
87.34400000000001,87.351,exact,40,0.006999999999990791
87.351,87.709,mc,40,0.3580000000000041
4.448,4.873,exact,126,0.4249999999999998
4.873,6.175,mc,126,1.3019999999999996
6.325,6.806,exact,1265,0.48099999999999987
6.807,7.43,mc,1265,0.6229999999999993
7.5520000000000005,7.5600000000000005,exact,40,0.008000000000000007
7.5600000000000005,7.921,mc,40,0.36099999999999977
10.138,55.285000000000004,exact,12649,45.147000000000006
55.285000000000004,79.435,mc,12649,24.15
79.56400000000001,79.614,exact,400,0.04999999999999716
79.614,79.993,mc,400,0.3789999999999907
80.302,84.644,exact,4000,4.341999999999999
84.645,87.404,mc,4000,2.7590000000000003
4.497,4.9270000000000005,exact,126,0.4300000000000006
4.9270000000000005,6.231,mc,126,1.3039999999999994
6.564,11.018,exact,4000,4.454000000000001
11.018,13.774000000000001,mc,4000,2.7560000000000002
13.898,13.905000000000001,exact,40,0.0070000000000014495
13.906,14.267,mc,40,0.3609999999999989
16.484,61.988,exact,12649,45.504
61.989000000000004,86.139,mc,12649,24.14999999999999
86.283,86.727,exact,1265,0.4440000000000026
86.727,87.312,mc,1265,0.5849999999999937
87.432,87.482,exact,400,0.04999999999999716
87.482,87.861,mc,400,0.3790000000000049
4.5760000000000005,5.049,exact,400,0.47299999999999986
5.049,6.44,mc,400,1.391
6.571,6.606,exact,40,0.03500000000000014
6.606,6.9670000000000005,mc,40,0.36100000000000065
9.19,55.181000000000004,exact,12649,45.99100000000001
55.181000000000004,79.333,mc,12649,24.151999999999994
79.662,84.038,exact,4000,4.375999999999991
84.038,86.791,mc,4000,2.753
86.914,86.925,exact,126,0.01099999999999568
86.925,87.287,mc,126,0.362000000000009
87.411,87.85600000000001,exact,1265,0.4450000000000074
87.85600000000001,88.44200000000001,mc,1265,0.5859999999999985
6.599,57.28,exact,12649,50.681
57.28,82.898,mc,12649,25.617999999999995
83.22200000000001,88.156,exact,4000,4.9339999999999975
88.156,90.914,mc,4000,2.7579999999999956
91.038,91.049,exact,126,0.01100000000000989
91.049,91.411,mc,126,0.36199999999999477
91.52,91.575,exact,400,0.05500000000000682
91.575,91.953,mc,400,0.3780000000000001
92.08,92.587,exact,1265,0.507000000000005
92.587,93.174,mc,1265,0.5870000000000033
93.294,93.308,exact,40,0.014000000000010004
93.308,93.666,mc,40,0.3579999999999899
4.65,9.55,exact,4000,4.9
9.55,13.836,mc,4000,4.286
16.067,61.28,exact,12649,45.213
61.28,85.43,mc,12649,24.150000000000006
85.558,85.56700000000001,exact,40,0.009000000000000341
85.56700000000001,85.924,mc,40,0.3569999999999993
86.054,86.513,exact,1265,0.4590000000000032
86.513,87.099,mc,1265,0.5859999999999985
87.221,87.271,exact,400,0.04999999999999716
87.271,87.65,mc,400,0.3790000000000049
87.762,87.772,exact,126,0.010000000000005116
87.772,88.134,mc,126,0.36199999999999477
4.4590000000000005,4.888,exact,40,0.4289999999999994
4.888,6.168,mc,40,1.2800000000000002
6.323,6.803,exact,1265,0.47999999999999954
6.803,7.4270000000000005,mc,1265,0.6240000000000006
7.555,7.565,exact,126,0.010000000000000675
7.566,7.932,mc,126,0.36600000000000055
8.245000000000001,12.838000000000001,exact,4000,4.593
12.838000000000001,15.587,mc,4000,2.7489999999999988
15.719000000000001,15.769,exact,400,0.049999999999998934
15.769,16.15,mc,400,0.38099999999999845
18.374,63.63,exact,12649,45.256
63.63,87.779,mc,12649,24.148999999999994
4.465,4.8950000000000005,exact,40,0.4300000000000006
4.8950000000000005,6.1850000000000005,mc,40,1.29
6.346,6.8260000000000005,exact,1265,0.4800000000000004
6.8260000000000005,7.4510000000000005,mc,1265,0.625
7.578,7.627,exact,400,0.04899999999999949
7.627,8.009,mc,400,0.38200000000000056
8.124,8.136000000000001,exact,126,0.012000000000000455
8.137,8.502,mc,126,0.3650000000000002
8.872,13.525,exact,4000,4.6530000000000005
13.525,16.275,mc,4000,2.7499999999999982
18.507,64.131,exact,12649,45.623999999999995
64.131,88.278,mc,12649,24.147000000000006
4.516,5.399,exact,1265,0.883
5.399,7.448,mc,1265,2.0490000000000004
7.591,7.627,exact,126,0.03599999999999959
7.627,7.993,mc,126,0.36600000000000055
8.307,12.808,exact,4000,4.5009999999999994
12.808,15.562000000000001,mc,4000,2.7540000000000013
15.694,15.744,exact,400,0.049999999999998934
15.744,16.129,mc,400,0.38500000000000156
18.366,64.3,exact,12649,45.934
64.301,88.452,mc,12649,24.150999999999996
88.581,88.589,exact,40,0.007999999999995566
88.589,88.953,mc,40,0.3640000000000043
4.471,4.955,exact,400,0.484
4.955,6.346,mc,400,1.391
8.589,54.741,exact,12649,46.152
54.741,78.883,mc,12649,24.141999999999996
79.22200000000001,83.681,exact,4000,4.458999999999989
83.681,86.443,mc,4000,2.7620000000000005
86.572,86.57900000000001,exact,40,0.007000000000005002
86.57900000000001,86.938,mc,40,0.35899999999999466
87.069,87.519,exact,1265,0.45000000000000284
87.519,88.104,mc,1265,0.5849999999999937
88.23100000000001,88.244,exact,126,0.012999999999991019
88.244,88.611,mc,126,0.36700000000000443
4.478,4.954,exact,400,0.476
4.954,6.3500000000000005,mc,400,1.3960000000000008
6.481,6.516,exact,40,0.03500000000000014
6.516,6.877,mc,40,0.36099999999999977
7.1930000000000005,11.707,exact,4000,4.514
11.707,14.464,mc,4000,2.7569999999999997
14.592,14.603,exact,126,0.010999999999999233
14.603,14.965,mc,126,0.3620000000000001
15.096,15.549,exact,1265,0.4529999999999994
15.549,16.136,mc,1265,0.5869999999999997
18.371,64.359,exact,12649,45.988
64.359,88.513,mc,12649,24.15400000000001
6.543,53.256,exact,12649,46.713
53.256,78.869,mc,12649,25.613
78.996,79.032,exact,40,0.036000000000001364
79.032,79.392,mc,40,0.35999999999999943
79.70400000000001,84.236,exact,4000,4.5319999999999965
84.236,86.995,mc,4000,2.7590000000000003
87.121,87.132,exact,126,0.01100000000000989
87.132,87.495,mc,126,0.36299999999999955
87.634,88.084,exact,1265,0.45000000000000284
88.08500000000001,88.67,mc,1265,0.5849999999999937
88.797,88.85300000000001,exact,400,0.056000000000011596
88.85300000000001,89.232,mc,400,0.3789999999999907
4.65,9.563,exact,4000,4.913
9.563,13.844,mc,4000,4.280999999999999
13.98,14.055,exact,400,0.07499999999999929
14.055,14.434000000000001,mc,400,0.37900000000000134
14.55,14.56,exact,126,0.009999999999999787
14.56,14.921000000000001,mc,126,0.36100000000000065
15.033,15.041,exact,40,0.008000000000000895
15.041,15.399000000000001,mc,40,0.35800000000000054
17.614,62.993,exact,12649,45.379000000000005
62.993,87.141,mc,12649,24.148000000000003
87.287,87.743,exact,1265,0.45599999999998886
87.743,88.33,mc,1265,0.5870000000000033
4.454,4.888,exact,126,0.43400000000000016
4.888,6.187,mc,126,1.2990000000000004
8.415000000000001,54.288000000000004,exact,12649,45.873000000000005
54.288000000000004,78.436,mc,12649,24.148000000000003
78.773,83.256,exact,4000,4.483000000000004
83.256,86.011,mc,4000,2.7549999999999955
86.139,86.148,exact,40,0.009000000000000341
86.148,86.508,mc,40,0.35999999999999943
86.64,87.11,exact,1265,0.46999999999999886
87.11,87.696,mc,1265,0.5859999999999985
87.82600000000001,87.875,exact,400,0.04899999999999238
87.876,88.258,mc,400,0.3819999999999908
4.718,9.620000000000001,exact,4000,4.902000000000001
9.620000000000001,13.897,mc,4000,4.276999999999999
14.052,14.52,exact,1265,0.46799999999999997
14.52,15.108,mc,1265,0.588000000000001
15.232000000000001,15.239,exact,40,0.006999999999999673
15.24,15.598,mc,40,0.35800000000000054
17.829,63.789,exact,12649,45.96
63.789,87.931,mc,12649,24.141999999999996
88.059,88.071,exact,126,0.012000000000000455
88.071,88.434,mc,126,0.36299999999999955
88.552,88.601,exact,400,0.04899999999999238
88.602,88.98,mc,400,0.3780000000000001
6.5520000000000005,52.861000000000004,exact,12649,46.309000000000005
52.861000000000004,78.484,mc,12649,25.62299999999999
78.613,78.65,exact,40,0.03700000000000614
78.65,79.017,mc,40,0.3669999999999902
79.131,79.142,exact,126,0.01099999999999568
79.143,79.504,mc,126,0.3610000000000042
79.62,79.67,exact,400,0.04999999999999716
79.67,80.052,mc,400,0.382000000000005
80.188,80.638,exact,1265,0.45000000000000284
80.639,81.226,mc,1265,0.5870000000000033
81.549,85.98400000000001,exact,4000,4.435000000000002
85.98400000000001,88.736,mc,4000,2.7519999999999953
4.494,4.922,exact,40,0.42799999999999994
4.922,6.222,mc,40,1.3000000000000007
6.378,6.855,exact,1265,0.4770000000000003
6.855,7.4830000000000005,mc,1265,0.6280000000000001
7.612,7.6610000000000005,exact,400,0.04900000000000038
7.6610000000000005,8.041,mc,400,0.3799999999999999
8.159,8.169,exact,126,0.009999999999999787
8.17,8.538,mc,126,0.3680000000000003
8.908,13.530000000000001,exact,4000,4.622000000000002
13.530000000000001,16.284,mc,4000,2.753999999999998
18.514,63.898,exact,12649,45.384
63.898,88.039,mc,12649,24.141
4.508,4.941,exact,126,0.43299999999999983
4.941,6.244,mc,126,1.303
6.38,6.417,exact,40,0.03699999999999992
6.417,6.779,mc,40,0.3620000000000001
9.005,55.097,exact,12649,46.092
55.097,79.251,mc,12649,24.154000000000003
79.583,84.025,exact,4000,4.442000000000007
84.025,86.782,mc,4000,2.756999999999991
86.912,86.962,exact,400,0.04999999999999716
86.962,87.343,mc,400,0.3810000000000002
87.473,87.92,exact,1265,0.44700000000000273
87.92,88.505,mc,1265,0.5849999999999937
4.696,9.547,exact,4000,4.851000000000001
9.547,13.82,mc,4000,4.273
13.957,14.032,exact,400,0.07499999999999929
14.032,14.41,mc,400,0.3780000000000001
16.65,61.831,exact,12649,45.181000000000004
61.831,85.985,mc,12649,24.153999999999996
86.111,86.119,exact,40,0.007999999999995566
86.119,86.47800000000001,mc,40,0.35900000000000887
86.592,86.604,exact,126,0.012000000000000455
86.604,86.965,mc,126,0.3610000000000042
87.098,87.542,exact,1265,0.4440000000000026
87.542,88.129,mc,1265,0.5870000000000033
4.511,4.984,exact,400,0.47299999999999986
4.985,6.38,mc,400,1.3949999999999996
6.509,6.548,exact,126,0.0389999999999997
6.548,6.912,mc,126,0.3639999999999999
7.045,7.493,exact,1265,0.4480000000000004
7.493,8.096,mc,1265,0.6029999999999998
8.416,13.297,exact,4000,4.881
13.297,16.085,mc,4000,2.7880000000000003
18.663,67.52,exact,12649,48.857
67.52,91.669,mc,12649,24.149
91.798,91.807,exact,40,0.009000000000000341
91.807,92.169,mc,40,0.36199999999999477
4.507,4.938,exact,40,0.43100000000000005
4.938,6.222,mc,40,1.2840000000000007
6.359,6.4,exact,126,0.04100000000000037
6.4,6.765000000000001,mc,126,0.3650000000000002
6.901,7.356,exact,1265,0.45500000000000007
7.356,7.953,mc,1265,0.5970000000000004
8.086,8.14,exact,400,0.05400000000000027
8.14,8.52,mc,400,0.379999999999999
10.747,56.996,exact,12649,46.249
56.997,81.155,mc,12649,24.158
81.491,85.955,exact,4000,4.463999999999999
85.955,88.703,mc,4000,2.7480000000000047
4.526,4.955,exact,40,0.42900000000000027
4.956,6.2410000000000005,mc,40,1.2850000000000001
6.377,6.4590000000000005,exact,400,0.08200000000000074
6.4590000000000005,6.861,mc,400,0.40199999999999925
6.979,6.989,exact,126,0.009999999999999787
6.99,7.352,mc,126,0.3620000000000001
7.6690000000000005,12.32,exact,4000,4.651
12.32,15.066,mc,4000,2.7460000000000004
17.302,63.786,exact,12649,46.484
63.786,87.946,mc,12649,24.159999999999997
88.092,88.546,exact,1265,0.45400000000000773
88.546,89.132,mc,1265,0.5859999999999985
4.557,4.989,exact,40,0.4319999999999995
4.989,6.272,mc,40,1.2830000000000004
6.431,6.91,exact,1265,0.4790000000000001
6.91,7.535,mc,1265,0.625
9.784,55.283,exact,12649,45.499
55.283,79.44,mc,12649,24.156999999999996
79.778,84.22200000000001,exact,4000,4.444000000000003
84.22200000000001,86.97800000000001,mc,4000,2.7560000000000002
87.108,87.119,exact,126,0.01099999999999568
87.119,87.48100000000001,mc,126,0.362000000000009
87.598,87.648,exact,400,0.04999999999999716
87.648,88.026,mc,400,0.3780000000000001
4.455,4.885,exact,40,0.4299999999999997
4.886,6.17,mc,40,1.2839999999999998
6.307,6.3500000000000005,exact,126,0.04300000000000015
6.3500000000000005,6.715,mc,126,0.3649999999999993
8.962,55.362,exact,12649,46.400000000000006
55.362,79.52,mc,12649,24.157999999999994
79.858,84.331,exact,4000,4.472999999999999
84.331,87.08500000000001,mc,4000,2.754000000000005
87.217,87.266,exact,400,0.049000000000006594
87.266,87.644,mc,400,0.3780000000000001
87.781,88.23,exact,1265,0.44899999999999807
88.23,88.819,mc,1265,0.5889999999999986
4.4750000000000005,4.946,exact,400,0.4709999999999992
4.946,6.33,mc,400,1.3840000000000003
6.456,6.496,exact,126,0.040000000000000036
6.496,6.861,mc,126,0.3649999999999993
9.069,54.399,exact,12649,45.33
54.399,78.553,mc,12649,24.153999999999996
78.69500000000001,78.70400000000001,exact,40,0.009000000000000341
78.70400000000001,79.068,mc,40,0.3639999999999901
79.38,83.85600000000001,exact,4000,4.476000000000013
83.85600000000001,86.611,mc,4000,2.7549999999999955
86.759,87.20700000000001,exact,1265,0.4480000000000075
87.20700000000001,87.793,mc,1265,0.5859999999999985
4.502,4.978,exact,400,0.476
4.979,6.369,mc,400,1.3899999999999997
6.702,11.142,exact,4000,4.4399999999999995
11.143,13.893,mc,4000,2.75
14.023,14.031,exact,40,0.008000000000000895
14.031,14.39,mc,40,0.359
16.612000000000002,61.917,exact,12649,45.305
61.917,86.06400000000001,mc,12649,24.147000000000006
86.191,86.203,exact,126,0.012000000000000455
86.203,86.566,mc,126,0.36299999999999955
86.699,87.15,exact,1265,0.4510000000000076
87.15,87.739,mc,1265,0.5889999999999986
4.517,4.9910000000000005,exact,400,0.4740000000000002
4.992,6.385,mc,400,1.3929999999999998
6.508,6.543,exact,40,0.03500000000000014
6.543,6.904,mc,40,0.36099999999999977
7.221,11.719,exact,4000,4.497999999999999
11.719,14.478,mc,4000,2.7590000000000003
16.715,62.733000000000004,exact,12649,46.018
62.733000000000004,86.884,mc,12649,24.150999999999996
87.012,87.024,exact,126,0.012000000000000455
87.024,87.389,mc,126,0.3649999999999949
87.528,87.97800000000001,exact,1265,0.45000000000000284
87.979,88.56400000000001,mc,1265,0.585000000000008
4.549,5.507,exact,1265,0.9579999999999993
5.507,7.555,mc,1265,2.048
7.69,7.774,exact,400,0.08399999999999963
7.774,8.159,mc,400,0.3850000000000007
8.474,13.599,exact,4000,5.125
13.599,16.354,mc,4000,2.754999999999999
16.486,16.494,exact,40,0.007999999999999119
16.494,16.852,mc,40,0.35800000000000054
16.967,16.978,exact,126,0.011000000000002785
16.978,17.341,mc,126,0.36299999999999955
19.565,70.924,exact,12649,51.35900000000001
70.924,95.07000000000001,mc,12649,24.146
4.5280000000000005,4.966,exact,126,0.4379999999999997
4.9670000000000005,6.268,mc,126,1.3009999999999993
6.424,6.904,exact,1265,0.47999999999999954
6.904,7.5280000000000005,mc,1265,0.6240000000000006
7.656000000000001,7.664000000000001,exact,40,0.008000000000000007
7.664000000000001,8.025,mc,40,0.36099999999999977
8.14,8.19,exact,400,0.049999999999998934
8.19,8.573,mc,400,0.3830000000000009
8.948,13.628,exact,4000,4.68
13.628,16.377,mc,4000,2.7489999999999988
18.613,64.396,exact,12649,45.783
64.396,88.539,mc,12649,24.143
4.479,4.91,exact,40,0.43100000000000005
4.91,6.208,mc,40,1.298
6.345,6.4270000000000005,exact,400,0.08200000000000074
6.4270000000000005,6.8260000000000005,mc,400,0.399
7.15,11.694,exact,4000,4.5440000000000005
11.694,14.450000000000001,mc,4000,2.7560000000000002
14.578000000000001,14.589,exact,126,0.010999999999999233
14.589,14.951,mc,126,0.3620000000000001
15.084,15.537,exact,1265,0.4530000000000012
15.537,16.123,mc,1265,0.5860000000000003
18.361,64.418,exact,12649,46.057
64.418,88.583,mc,12649,24.164999999999992
4.4430000000000005,4.923,exact,400,0.47999999999999954
4.923,6.311,mc,400,1.388
6.441,6.48,exact,126,0.03900000000000059
6.48,6.846,mc,126,0.36599999999999966
7.159,11.744,exact,4000,4.585
11.744,14.495000000000001,mc,4000,2.7510000000000012
14.641,15.091000000000001,exact,1265,0.45000000000000107
15.091000000000001,15.678,mc,1265,0.5869999999999997
15.803,15.816,exact,40,0.0129999999999999
15.816,16.183,mc,40,0.3669999999999991
18.41,64.248,exact,12649,45.83800000000001
64.248,88.402,mc,12649,24.153999999999996
4.499,5.398,exact,1265,0.899
5.398,7.457,mc,1265,2.059
7.59,7.621,exact,40,0.031000000000000583
7.621,7.9830000000000005,mc,40,0.3620000000000001
10.202,57.776,exact,12649,47.574000000000005
57.776,81.923,mc,12649,24.147
82.258,86.95700000000001,exact,4000,4.699000000000012
86.95700000000001,89.721,mc,4000,2.763999999999996
89.851,89.863,exact,126,0.012000000000000455
89.863,90.22500000000001,mc,126,0.362000000000009
90.34100000000001,90.392,exact,400,0.05099999999998772
90.392,90.771,mc,400,0.3790000000000049
