"nsamp","true","est","time"
20000,-144.768258389734,-192.877598255224,0.489000000000004
20000,-144.768258389734,-193.481568427266,0.488
20000,-144.768258389734,-213.441007211491,0.488
20000,-144.768258389734,-209.778383164067,0.489999999999981
20000,-144.768258389734,-193.621833339961,0.489000000000004
20000,-144.768258389734,-183.261870363055,0.490000000000009
20000,-144.768258389734,-218.237865478737,0.489000000000004
20000,-144.768258389734,-190.737985978263,0.49199999999999
20000,-144.768258389734,-186.705410041948,0.486999999999995
20000,-144.768258389734,-192.560924410845,0.489000000000004
20000,-144.768258389734,-206.178174181082,0.507999999999981
20000,-144.768258389734,-208.772345779146,0.488
20000,-144.768258389734,-214.159875518565,0.496000000000009
20000,-144.768258389734,-221.726599913855,0.489000000000004
20000,-144.768258389734,-198.411012736051,0.50800000000001
20000,-144.768258389734,-197.954195795595,0.489000000000004
20000,-144.768258389734,-195.100476923779,0.486999999999995
20000,-144.768258389734,-205.403810313646,0.489000000000004
20000,-144.768258389734,-206.651401003156,0.489000000000004
20000,-144.768258389734,-197.558844685085,0.491000000000014
20000,-144.768258389734,-194.365027792168,0.486999999999995
20000,-144.768258389734,-185.796878176979,0.490999999999985
20000,-144.768258389734,-200.933516640831,0.488
20000,-144.768258389734,-205.799118745847,0.490000000000009
20000,-144.768258389734,-208.328179087836,0.489000000000004
20000,-144.768258389734,-203.675654454373,0.49199999999999
20000,-144.768258389734,-198.695416834386,0.490000000000009
20000,-144.768258389734,-205.090264660712,0.489000000000004
20000,-144.768258389734,-206.307736489222,0.494
20000,-144.768258389734,-206.819933660981,0.490000000000009
20000,-144.768258389734,-212.820206808375,0.496000000000009
20000,-144.768258389734,-207.088614730579,0.490000000000009
20000,-144.768258389734,-196.508635289072,0.504999999999995
20000,-144.768258389734,-204.672227478778,0.488
20000,-144.768258389734,-195.104502532173,0.49199999999999
20000,-144.768258389734,-205.912633495841,0.489999999999981
20000,-144.768258389734,-202.534225331803,0.489000000000004
20000,-144.768258389734,-201.310783863114,0.489000000000004
20000,-144.768258389734,-203.1121206304,0.488
20000,-144.768258389734,-197.992541895382,0.49199999999999
20000,-144.768258389734,-192.55103497489,0.488
20000,-144.768258389734,-187.380822478251,0.489000000000004
20000,-144.768258389734,-200.644940457089,0.490000000000009
20000,-144.768258389734,-200.793841296728,0.504999999999995
20000,-144.768258389734,-197.931729031356,0.489999999999981
20000,-144.768258389734,-198.081771894244,0.488
20000,-144.768258389734,-198.45219762429,0.495000000000005
20000,-144.768258389734,-201.814218366618,0.496000000000009
20000,-144.768258389734,-193.909726762945,0.489000000000004
20000,-144.768258389734,-183.488378732721,0.489999999999981
20000,-144.768258389734,-205.92217790533,0.488
20000,-144.768258389734,-188.737607040987,0.491000000000014
20000,-144.768258389734,-192.69022498929,0.490000000000009
50000,-145.803285808698,-204.31802966208,0.566000000000003
50000,-145.803285808698,-202.238604462204,0.543000000000006
50000,-145.803285808698,-192.015604217438,0.539000000000016
50000,-145.803285808698,-181.31616549667,0.546999999999997
50000,-145.803285808698,-194.054471371668,0.545999999999992
50000,-145.803285808698,-196.579979654876,0.542000000000002
50000,-145.803285808698,-190.269911829366,0.543000000000006
50000,-145.803285808698,-197.702185359416,0.542000000000002
50000,-145.803285808698,-192.926697094199,0.543000000000006
50000,-145.803285808698,-195.943816168723,0.542999999999978
50000,-145.803285808698,-195.276105225113,0.543000000000006
50000,-145.803285808698,-190.680728441012,0.544000000000011
50000,-145.803285808698,-184.393678877821,0.544999999999987
50000,-145.803285808698,-194.01378281384,0.542000000000002
50000,-145.803285808698,-192.417000046689,0.543999999999983
50000,-145.803285808698,-200.36682203836,0.545000000000016
50000,-145.803285808698,-193.976085625208,0.544999999999987
50000,-145.803285808698,-192.761133389945,0.543000000000006
50000,-145.803285808698,-196.909100083725,0.542000000000002
50000,-145.803285808698,-201.231155624133,0.551999999999992
50000,-145.803285808698,-187.626001986046,0.542000000000002
50000,-145.803285808698,-197.697828286451,0.543999999999983
50000,-145.803285808698,-195.443748415081,0.544000000000011
50000,-145.803285808698,-200.648728765518,0.542000000000002
50000,-145.803285808698,-198.956791184658,0.543999999999983
50000,-145.803285808698,-194.593975455096,0.545000000000016
50000,-145.803285808698,-196.239370468304,0.544000000000011
50000,-145.803285808698,-196.919341728857,0.540999999999997
50000,-145.803285808698,-196.663148115596,0.547000000000025
50000,-145.803285808698,-201.391157074075,0.545000000000016
50000,-145.803285808698,-189.242584504691,0.543999999999983
50000,-145.803285808698,-199.680224650405,0.544000000000011
50000,-145.803285808698,-190.327311411454,0.548000000000002
50000,-145.803285808698,-197.597975147056,0.539999999999992
50000,-145.803285808698,-191.791868666971,0.542000000000002
50000,-145.803285808698,-197.113035771581,0.544999999999987
50000,-145.803285808698,-191.280638461134,0.544000000000011
50000,-145.803285808698,-190.453501286081,0.540999999999997
50000,-145.803285808698,-189.397617486018,0.543999999999983
50000,-145.803285808698,-188.749487307205,0.544000000000011
50000,-145.803285808698,-203.007579303082,0.543999999999983
50000,-145.803285808698,-182.131520730863,0.543000000000006
50000,-145.803285808698,-197.986251895566,0.545999999999992
50000,-145.803285808698,-190.61508484583,0.561000000000007
50000,-145.803285808698,-200.036350877012,0.542000000000002
50000,-145.803285808698,-191.404248660244,0.544999999999987
50000,-145.803285808698,-193.736280081584,0.546999999999997
50000,-145.803285808698,-203.341348426553,0.542000000000002
50000,-145.803285808698,-197.61855221348,0.544000000000011
50000,-145.803285808698,-183.042486959033,0.544999999999987
50000,-145.803285808698,-192.805194721096,0.542000000000002
50000,-145.803285808698,-192.083342574264,0.548000000000002
50000,-145.803285808698,-186.850244098054,0.543999999999983
50000,-145.803285808698,-210.177109871977,0.543000000000006
50000,-145.803285808698,-202.734671947523,0.543000000000006
50000,-145.803285808698,-191.900191320815,0.543000000000006
50000,-145.803285808698,-201.822204734741,0.543999999999983
50000,-145.803285808698,-197.052300704242,0.545000000000016
50000,-145.803285808698,-200.036677110126,0.544999999999987
50000,-145.803285808698,-193.303240183128,0.544000000000011
50000,-145.803285808698,-197.714826132108,0.543000000000006
50000,-145.803285808698,-198.986476142982,0.543999999999983
50000,-145.803285808698,-192.110044873442,0.542000000000002
50000,-145.803285808698,-192.949947481234,0.550999999999988
50000,-145.803285808698,-191.514893926954,0.543000000000006
50000,-145.803285808698,-201.481040197849,0.545000000000016
50000,-145.803285808698,-197.492394792794,0.541999999999973
50000,-145.803285808698,-188.575579452818,0.543000000000006
50000,-145.803285808698,-189.413308891129,0.546999999999997
50000,-145.803285808698,-196.779535964343,0.543000000000006
50000,-145.803285808698,-194.612212630155,0.543000000000006
50000,-145.803285808698,-203.164245089368,0.544999999999987
50000,-145.803285808698,-192.632245934493,0.543000000000006
50000,-145.803285808698,-202.339501848785,0.544999999999987
50000,-145.803285808698,-194.053725420269,0.544000000000011
50000,-145.803285808698,-192.733776571748,0.545999999999992
50000,-145.803285808698,-192.900359954854,0.560000000000002
50000,-145.803285808698,-195.861486652601,0.542999999999978
50000,-145.803285808698,-192.034817834162,0.544000000000011
50000,-145.803285808698,-198.852536782734,0.543000000000006
50000,-145.803285808698,-195.60053797892,0.544999999999987
50000,-145.803285808698,-198.554088075529,0.543000000000006
50000,-145.803285808698,-194.865950925848,0.540999999999997
50000,-145.803285808698,-190.57357447625,0.562999999999988
50000,-145.803285808698,-200.306067233093,0.545000000000016
50000,-145.803285808698,-201.773384908216,0.543999999999983
50000,-145.803285808698,-198.864746875497,0.542000000000002
50000,-145.803285808698,-205.179534128976,0.544000000000011
50000,-145.803285808698,-200.12824467981,0.545999999999992
50000,-145.803285808698,-199.344550283293,0.543999999999983
50000,-145.803285808698,-193.281731864231,0.544000000000011
50000,-145.803285808698,-199.611160772529,0.549000000000007
50000,-145.803285808698,-197.224240271311,0.543999999999983
50000,-145.803285808698,-203.576382999675,0.544000000000011
50000,-145.803285808698,-191.590136566564,0.543999999999983
50000,-145.803285808698,-192.173270173108,0.542000000000002
50000,-145.803285808698,-188.250200612253,0.544000000000011
50000,-145.803285808698,-198.103281650595,0.544999999999987
50000,-145.803285808698,-198.435080353747,0.545000000000016
50000,-145.803285808698,-202.524108034274,0.544999999999987
1e+05,-154.486882875004,-195.131347771481,0.676999999999992
1e+05,-154.486882875004,-196.179271058821,0.643000000000001
1e+05,-154.486882875004,-198.309090729171,0.641999999999996
1e+05,-154.486882875004,-198.895198963477,0.63900000000001
1e+05,-154.486882875004,-194.354660705314,0.641999999999996
1e+05,-154.486882875004,-199.317681278414,0.639999999999986
1e+05,-154.486882875004,-198.616924138093,0.640000000000015
1e+05,-154.486882875004,-194.447291486821,0.639999999999986
1e+05,-154.486882875004,-195.528519996768,0.640999999999991
1e+05,-154.486882875004,-195.153285773661,0.64100000000002
1e+05,-154.486882875004,-202.389790046912,0.639999999999986
1e+05,-154.486882875004,-198.908520993428,0.652999999999992
1e+05,-154.486882875004,-200.456427096581,0.742000000000019
1e+05,-154.486882875004,-198.459514443201,0.640999999999991
1e+05,-154.486882875004,-197.941407074653,0.63900000000001
1e+05,-154.486882875004,-196.864126536161,0.641999999999996
1e+05,-154.486882875004,-208.587764207737,0.652999999999992
1e+05,-154.486882875004,-195.472770425051,0.640999999999991
1e+05,-154.486882875004,-199.293988295919,0.640000000000015
1e+05,-154.486882875004,-203.62014789386,0.638000000000005
1e+05,-154.486882875004,-193.509955139864,0.641999999999996
1e+05,-154.486882875004,-199.303700907715,0.638000000000005
1e+05,-154.486882875004,-196.684794785837,0.644999999999982
1e+05,-154.486882875004,-193.854701705892,0.641999999999996
1e+05,-154.486882875004,-197.249442967163,0.642000000000024
1e+05,-154.486882875004,-200.023136719471,0.641999999999996
1e+05,-154.486882875004,-194.145237259115,0.646000000000015
1e+05,-154.486882875004,-198.906449006594,0.639999999999986
1e+05,-154.486882875004,-195.367577506487,0.640000000000015
1e+05,-154.486882875004,-199.180334072146,0.639999999999986
1e+05,-154.486882875004,-199.660519730031,0.640000000000015
1e+05,-154.486882875004,-199.777617011196,0.63900000000001
1e+05,-154.486882875004,-197.281447247532,0.638999999999982
1e+05,-154.486882875004,-198.554363229943,0.638000000000005
1e+05,-154.486882875004,-200.289095152138,0.657999999999987
1e+05,-154.486882875004,-198.151213222134,0.63900000000001
1e+05,-154.486882875004,-195.580215590029,0.639999999999986
1e+05,-154.486882875004,-196.257460647187,0.643000000000001
1e+05,-154.486882875004,-198.740435903241,0.643000000000001
1e+05,-154.486882875004,-204.136768216518,0.640999999999991
1e+05,-154.486882875004,-200.252542683097,0.63900000000001
1e+05,-154.486882875004,-199.489216231224,0.63900000000001
1e+05,-154.486882875004,-195.067799809595,0.63900000000001
1e+05,-154.486882875004,-197.843452156318,0.640999999999991
1e+05,-154.486882875004,-198.451306223405,0.640000000000015
1e+05,-154.486882875004,-197.421366248539,0.639999999999986
1e+05,-154.486882875004,-198.350982481807,0.640000000000015
1e+05,-154.486882875004,-200.499993282473,0.653999999999996
1e+05,-154.486882875004,-199.108678527016,0.640999999999991
1e+05,-154.486882875004,-201.0631084309,0.641999999999996
1e+05,-154.486882875004,-201.458028062654,0.63900000000001
1e+05,-154.486882875004,-192.185250398955,0.639999999999986
1e+05,-154.486882875004,-204.084503390888,0.640000000000015
1e+05,-154.486882875004,-199.434892653387,0.643000000000001
1e+05,-154.486882875004,-196.738424078144,0.643000000000001
1e+05,-154.486882875004,-202.223711013295,0.640999999999991
1e+05,-154.486882875004,-201.20794098486,0.63900000000001
1e+05,-154.486882875004,-196.163249156708,0.637999999999977
1e+05,-154.486882875004,-201.759049922609,0.638000000000005
1e+05,-154.486882875004,-197.763505790987,0.64700000000002
1e+05,-154.486882875004,-194.413953042444,0.640999999999991
1e+05,-154.486882875004,-203.35246499801,0.639999999999986
1e+05,-154.486882875004,-203.268684054052,0.640000000000015
1e+05,-154.486882875004,-201.138589048855,0.639999999999986
1e+05,-154.486882875004,-196.484867569253,0.638999999999953
1e+05,-154.486882875004,-196.562586890446,0.640000000000043
1e+05,-154.486882875004,-201.691756404186,0.639999999999986
1e+05,-154.486882875004,-199.800432831309,0.63900000000001
1e+05,-154.486882875004,-198.225872879946,0.64100000000002
1e+05,-154.486882875004,-204.344037098471,0.645000000000039
1e+05,-154.486882875004,-201.261816663391,0.637999999999977
1e+05,-154.486882875004,-205.333732681642,0.640000000000043
1e+05,-154.486882875004,-195.880711092382,0.637999999999977
1e+05,-154.486882875004,-199.432258578762,0.649000000000001
1e+05,-154.486882875004,-201.213820879577,0.661000000000001
1e+05,-154.486882875004,-198.69916770424,0.63900000000001
1e+05,-154.486882875004,-198.546657550475,0.63900000000001
1e+05,-154.486882875004,-196.555794330137,0.640000000000043
1e+05,-154.486882875004,-197.707029088697,0.639999999999986
1e+05,-154.486882875004,-202.070325672609,0.639999999999986
1e+05,-154.486882875004,-202.860578175485,0.64100000000002
1e+05,-154.486882875004,-203.904002458866,0.63900000000001
1e+05,-154.486882875004,-199.878616064744,0.664999999999964
1e+05,-154.486882875004,-199.292380390073,0.637
1e+05,-154.486882875004,-198.771680274623,0.639999999999986
1e+05,-154.486882875004,-199.637499686346,0.63900000000001
1e+05,-154.486882875004,-197.468470714564,0.63900000000001
1e+05,-154.486882875004,-197.637472932633,0.637999999999977
1e+05,-154.486882875004,-196.760116977558,0.637999999999977
1e+05,-154.486882875004,-200.81721148925,0.646999999999991
1e+05,-154.486882875004,-198.298318630159,0.652999999999963
1e+05,-154.486882875004,-200.438395532252,0.638000000000034
1e+05,-154.486882875004,-201.136132205241,0.641999999999996
1e+05,-154.486882875004,-196.991731921341,0.642999999999972
1e+05,-154.486882875004,-202.377255253535,0.64100000000002
1e+05,-154.486882875004,-195.384040716918,0.64100000000002
1e+05,-154.486882875004,-194.938393267677,0.63900000000001
1e+05,-154.486882875004,-198.194923097762,0.643999999999949
1e+05,-154.486882875004,-191.693249243103,0.65500000000003
1e+05,-154.486882875004,-200.540478898618,0.63900000000001
