"h","cov_true","cov_spline","cov_bestmatern"
0,1.01,1,1.48203866885878
0.0100200400801603,0.988683349972048,0.989579872167823,1.43712823819239
0.0200400801603206,0.95918718502928,0.960600687462355,1.41011288052731
0.030060120240481,0.917085830723807,0.917191060869342,1.36753573165797
0.0400801603206413,0.866709797554465,0.863403019612925,1.3121566319913
0.0501002004008016,0.811390685494818,0.803382313405621,1.24690323996172
0.0601202404809619,0.753661011267083,0.740758636021193,1.1746021171136
0.0701402805611222,0.695416912039024,0.678099656203196,1.09782400761808
0.0801603206412826,0.638050315923671,0.617301118244438,1.01880596290981
0.0901803607214429,0.582556035155038,0.56040516894909,0.939424066724735
0.100200400801603,0.529618294313636,0.508319856709061,0.861198321614131
0.110220440881764,0.479680421861374,0.461294322799234,0.785316846241308
0.120240480961924,0.433000782060935,0.419462415987019,0.712670552974855
0.130260521042084,0.389697483976106,0.38250290589635,0.64389236275441
0.140280561122244,0.349783956182694,0.35038559550672,0.579397076032372
0.150300601202405,0.313197104611856,0.322701850604481,0.519419477092122
0.160320641282565,0.27981946369294,0.298841310693975,0.464049267220354
0.170340681362725,0.249496496887719,0.278338890887868,0.413262120327616
0.180360721442886,0.222049992822876,0.260990389416003,0.36694662156702
0.190380761523046,0.197288330036506,0.246394450370603,0.3249271509697
0.200400801603206,0.175014240608968,0.233928950750661,0.286982958482274
0.210420841683367,0.155030585443916,0.22378067005964,0.252863779547376
0.220440881763527,0.137144557368839,0.215636908274903,0.222302387388397
0.230460921843687,0.12117064893077,0.208852050645023,0.195024488160073
0.240480961923848,0.106932656774805,0.203156890699877,0.170756351509433
0.250501002004008,0.0942649413201966,0.198415356735601,0.149230541331269
0.260521042084168,0.0830131170235482,0.19453922612629,0.130190076186136
0.270541082164329,0.0730343131256064,0.191041639134556,0.113391310457227
0.280561122244489,0.0641971159955896,0.187798934771588,0.0986057888106484
0.290581162324649,0.0563812808372121,0.184709077692959,0.0856212897558494
0.30060120240481,0.049477281629265,0.181672168052747,0.0742422401724377
0.31062124248497,0.0433857529353124,0.178657967313067,0.0642896521354188
0.32064128256513,0.0380168649666729,0.175607261277767,0.0556007064295321
0.330661322645291,0.0332896634717914,0.172796775939612,0.048028083754204
0.340681362725451,0.0291313982013936,0.169935178873908,0.0414391245947684
0.350701402805611,0.0254768574906076,0.166986824573062,0.0357148817989041
0.360721442885772,0.0222677216009818,0.164124787403011,0.0307491157339729
0.370741482965932,0.0194519436263578,0.161153210568252,0.0264472701831138
0.380761523046092,0.0169831637815462,0.158122516089393,0.0227254575445588
0.390781563126253,0.0148201605938089,0.155144427668919,0.0195094741274783
0.400801603206413,0.0129263407672656,0.152243348070497,0.016733860112059
0.410821643286573,0.0112692681779267,0.149118654002753,0.0143410138134418
0.420841683366733,0.00982023149144322,0.146141810815973,0.0122803660399514
0.430861723446894,0.00855384920337343,0.143561091076074,0.0105076173756473
0.440881763527054,0.00744771042340423,0.140865973816578,0.00898403898229764
0.450901803607214,0.0064820494126833,0.138222355377395,0.00767583586758088
0.460921843687375,0.0056394516987951,0.135685218121836,0.00655357038769254
