-4.011958,3.382458,-0.7388719,1.251294,-2.621988,-0.348435,-0.6633029,1.327163,-1.597913,1.0988,3.56451,1.125511,-1.71483,-1.480462,1.223758
-4.018891,3.348632,-0.6951816,1.257389,-2.564328,-0.4113808,-0.6999891,1.334343,-1.541266,1.064811,3.551177,1.153976,-1.73613,-1.461232,1.213805
-4.018891,3.348632,-0.6951816,1.257389,-2.564328,-0.4113808,-0.6999891,1.334343,-1.541266,1.064811,3.551177,1.153976,-1.73613,-1.461232,1.213805
-4.037097,3.385228,-0.7091748,1.23267,-2.532367,-0.4194324,-0.7026683,1.320931,-1.507459,1.03741,3.556932,1.149808,-1.733335,-1.456029,1.210319
-4.03011,3.36476,-0.6795991,1.209729,-2.521653,-0.4423277,-0.6667293,1.291034,-1.481488,1.020457,3.55208,1.179037,-1.777206,-1.421244,1.198995
-4.03011,3.36476,-0.6795991,1.209729,-2.521653,-0.4423277,-0.6667293,1.291034,-1.481488,1.020457,3.55208,1.179037,-1.777206,-1.421244,1.198995
-4.03011,3.36476,-0.6795991,1.209729,-2.521653,-0.4423277,-0.6667293,1.291034,-1.481488,1.020457,3.55208,1.179037,-1.777206,-1.421244,1.198995
-4.03011,3.36476,-0.6795991,1.209729,-2.521653,-0.4423277,-0.6667293,1.291034,-1.481488,1.020457,3.55208,1.179037,-1.777206,-1.421244,1.198995
-4.03011,3.36476,-0.6795991,1.209729,-2.521653,-0.4423277,-0.6667293,1.291034,-1.481488,1.020457,3.55208,1.179037,-1.777206,-1.421244,1.198995
-4.03011,3.36476,-0.6795991,1.209729,-2.521653,-0.4423277,-0.6667293,1.291034,-1.481488,1.020457,3.55208,1.179037,-1.777206,-1.421244,1.198995
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
-4.034428,3.377164,-0.6816541,1.195934,-2.511702,-0.4465125,-0.6470271,1.234362,-1.429931,1.009354,3.560055,1.161175,-1.76904,-1.416875,1.194859
