"h","cov_true","cov_spline","cov_bestmatern"
0,1.01,1,0.375782814455792
0.0100200400801603,0.987475600771942,0.986645025231765,0.329520589362994
0.0200400801603206,0.974955074209522,0.974631100420889,0.323924940076865
0.030060120240481,0.962442203973261,0.963420985363307,0.315590360713805
0.0400801603206413,0.949940677747594,0.951921502283395,0.305181700198125
0.0501002004008016,0.937454088472588,0.940245754903618,0.293252579250064
0.0601202404809619,0.924985935574557,0.929222480874702,0.280261025648399
0.0701402805611222,0.912539626195196,0.917269702344427,0.266583406515132
0.0801603206412826,0.900118476418912,0.906464639472693,0.252526621137308
0.0901803607214429,0.887725712498001,0.894874760302387,0.238338685965948
0.100200400801603,0.875364472075351,0.883669267183428,0.224217880600205
0.110220440881764,0.86303780540435,0.872856121503923,0.210320624081248
0.120240480961924,0.850748676565696,0.861468478527373,0.196768239434201
0.130260521042084,0.838499964680804,0.850521376340045,0.183652749346534
0.140280561122244,0.826294465121513,0.840286887218273,0.171041830279374
0.150300601202405,0.814134890715828,0.828664582481494,0.158983037424099
0.160320641282565,0.802023872949395,0.816500613441485,0.147507399224373
0.170340681362725,0.78996396316247,0.805496292743438,0.136632467832001
0.180360721442886,0.777957633742098,0.793164869122677,0.12636490084894
0.190380761523046,0.76600727930927,0.78181996004737,0.116702639953744
0.200400801603206,0.754115217900803,0.770649453757446,0.107636743416087
0.210420841683367,0.74228369214571,0.759278733552682,0.0991529219561731
0.220440881763527,0.730514870435839,0.74841981897565,0.091232820796342
0.230460921843687,0.718810848090547,0.737052621038666,0.0838550849754731
0.240480961923848,0.707173648515202,0.724707573257924,0.076996239956527
0.250501002004008,0.695605224353318,0.713411841376804,0.0706314151661806
0.260521042084168,0.684107458632097,0.70131138198207,0.0647349342844746
0.270541082164329,0.672682165901218,0.690064503324974,0.0592807927815413
0.280561122244489,0.661331093364657,0.678512758400119,0.0542430403155996
0.290581162324649,0.650055922005386,0.665854642301092,0.0495960831064376
0.30060120240481,0.638858267702756,0.653062240698624,0.0453149192330137
0.31062124248497,0.627739682342418,0.640963539001378,0.0413753179298888
0.32064128256513,0.616701654918609,0.62920391828778,0.0377539523374235
0.330661322645291,0.60574561262866,0.617024156369233,0.0344284937621475
0.340681362725451,0.594872921959564,0.605207305489504,0.031377674297593
0.350701402805611,0.584084889766491,0.592613691979009,0.0285813236169755
0.360721442885772,0.573382764343085,0.58068202133278,0.0260203848553487
0.370741482965932,0.562767736483432,0.56794168814553,0.0236769137310112
0.380761523046092,0.552240940535577,0.555844114979346,0.0215340643971965
0.390781563126253,0.541803455446457,0.543457269737878,0.0195760649507975
0.400801603206413,0.531456305798165,0.531631752792684,0.0177881850422954
0.410821643286573,0.521200462835406,0.519250809323704,0.0161566976190828
0.420841683366733,0.511036845484074,0.506957279668889,0.0146688364833255
0.430861723446894,0.500966321360835,0.495457710985861,0.0133127510470063
0.440881763527054,0.490989707773632,0.482995089316015,0.0120774594135399
0.450901803607214,0.481107772713034,0.470594636747481,0.0109528007010245
0.460921843687375,0.471321235834328,0.458068253109819,0.0099293873412975
0.470941883767535,0.461630769430305,0.446196396563251,0.00899855793676309
0.480961923847695,0.452036999394645,0.433995266085351,0.00815233112931799
0.490981963927856,0.442540506175855,0.421971060704646,0.00738336082908289
0.501002004008016,0.433141825721678,0.40953831621877,0.00668489306196271
0.511022044088176,0.423841450413937,0.397607842236778,0.00605072462166433
0.521042084168337,0.414639829993745,0.385183868000541,0.00547516365140623
0.531062124248497,0.405537372477039,0.373260333003257,0.00495299223119066
0.541082164328657,0.396534445060395,0.361278931459085,0.00447943100648346
0.551102204408818,0.387631375017081,0.349444983839985,0.00405010586200177
0.561122244488978,0.378828450583311,0.337555391146206,0.00366101661879993
0.571142284569138,0.370125921834673,0.326910417749183,0.00330850771289733
0.581162324649299,0.361524001552695,0.314540778761394,0.00298924079839496
0.591182364729459,0.353022866081534,0.303031237818055,0.00270016920659977
0.601202404809619,0.344622656174757,0.29153984228312,0.00243851418445097
0.61122244488978,0.336323477832199,0.280379148282418,0.00220174282995459
0.62124248496994,0.328125403126897,0.269467833298934,0.00198754763890227
0.6312625250501,0.320028471022066,0.257479760908969,0.00179382757546921
0.64128256513026,0.31203268817813,0.245297271220461,0.00161867057901282
0.651302605210421,0.304138029749796,0.2329365406731,0.00146033742023772
0.661322645290581,0.296344440173171,0.221584288753139,0.00131724682161185
0.671342685370741,0.288651833942922,0.209970839516752,0.00118796175931099
0.681362725450902,0.281060096379493,0.199591204406935,0.00107117686686457
0.691382765531062,0.273569084386376,0.189037201196265,0.000965706863935854
0.701402805611222,0.266178627197452,0.17838614414914,0.000870475937178616
0.711422845691383,0.258888527114427,0.167954229845016,0.000784508003776346
0.721442885771543,0.251698560234355,0.157644223634272,0.000706917792011999
0.731462925851703,0.244608477167292,0.147344509172355,0.000636902676975287
0.741482965931864,0.237618003744092,0.136345699064987,0.00057373521324099
0.751503006012024,0.23072684171437,0.126109044252636,0.000516756310007755
0.761523046092184,0.223934669434655,0.116127936663426,0.000465368997742553
0.771543086172345,0.217241142546774,0.105604930340115,0.000419032738809311
0.781563126252505,0.210645894646489,0.0947776276555194,0.000377258237854957
0.791583166332665,0.204148537942422,0.0854714427695499,0.000339602710871373
0.801603206412826,0.197748663905308,0.0756325066678661,0.000305665574840295
0.811623246492986,0.191445843907609,0.0649809753679064,0.000275084522696602
0.821643286573146,0.185239629853538,0.0558816608194683,0.000247531951012741
0.831663326653307,0.179129554799518,0.0472516094910101,0.00022271171031432
0.841683366733467,0.173115133565145,0.037297427615446,0.000200356150287226
0.851703406813627,0.167195863334675,0.0276055602312668,0.000180223434334131
0.861723446893788,0.161371224249106,0.0185279741051318,0.000162095099988015
0.871743486973948,0.155640679988883,0.0097746684519444,0.000145773843598404
0.881763527054108,0.150003678347294,0.00109453462653357,0.000131081509478639
0.891783567134269,0.144459651794603,-0.00786915419697098,0.00011785726534644
0.901803607214429,0.139008018032974,-0.0163653320408592,0.000105955947412078
0.911823647294589,0.133648180542241,-0.0243364541769843,9.52465598756222e-05
0.921843687374749,0.128379529116585,-0.0336994016768502,8.56109148937843e-05
0.93186372745491,0.123201440392172,-0.042848692761058,7.69424002745662e-05
0.94188376753507,0.118113278365823,-0.0513097193628952,6.91448632609097e-05
0.95190380761523,0.113114394904754,-0.0599327192782825,6.213159977904e-05
0.961923847695391,0.108204130247481,-0.0675005173357702,5.58244394594305e-05
0.971943887775551,0.103381813495921,-0.0752735135904553,5.01529175940349e-05
0.981963927855711,0.0986467630987822,-0.0831219801975415,4.50535259782191e-05
0.991983967935872,0.0939982873262868,-0.0908403884452521,4.04690353049092e-05
1.00200400801603,0.0894356847363093,-0.0991815652039338,3.63478824368215e-05
1.01202404809619,0.0849582446319903,-0.10673713355411,3.26436164849013e-05
1.02204408817635,0.0805652475108971,-0.113822646861158,2.93143981716455e-05
1.03206412825651,0.0762559655058011,-0.121050038223856,2.63225474609114e-05
1.04208416833667,0.0720296628171428,-0.128573685945826,2.3634134894917e-05
1.05210420841683,0.0678855961372555,-0.135339983584476,2.12186124979936e-05
