"h","cov_true","cov_spline","cov_bestmatern"
0,1.01,1,1.22013963089273
0.0100200400801603,0.988683349972048,0.98157969471057,1.18172463620578
0.0200400801603206,0.95918718502928,0.960459463401932,1.15855284485841
0.030060120240481,0.917085830723807,0.934937246993693,1.12253007329776
0.0400801603206413,0.866709797554465,0.904890085510801,1.07626673831607
0.0501002004008016,0.811390685494818,0.870717517952182,1.02234919104507
0.0601202404809619,0.753661011267083,0.835585625222047,0.963152316177043
0.0701402805611222,0.695416912039024,0.796374172286032,0.900754214533965
0.0801603206412826,0.638050315923671,0.754733891814954,0.836908452677618
0.0901803607214429,0.582556035155038,0.711065783506917,0.773049063314726
0.100200400801603,0.529618294313636,0.66571719343193,0.710313508917278
0.110220440881764,0.479680421861374,0.620085967767003,0.649574552300595
0.120240480961924,0.433000782060935,0.575974331166462,0.591475466673602
0.130260521042084,0.389697483976106,0.531326673296612,0.536465217161578
0.140280561122244,0.349783956182694,0.488435266405875,0.484831657140959
0.150300601202405,0.313197104611856,0.445046343600569,0.436731692890667
0.160320641282565,0.27981946369294,0.403737233775906,0.392217953515548
0.170340681362725,0.249496496887719,0.363296791886757,0.351261870460068
0.180360721442886,0.222049992822876,0.325382683643462,0.313773294455176
0.190380761523046,0.197288330036506,0.288469422222111,0.27961690558099
0.200400801603206,0.175014240608968,0.253999708806084,0.248625736800437
0.210420841683367,0.155030585443916,0.222117491383092,0.220612154946625
0.220440881763527,0.137144557368839,0.19268526976916,0.195376640817174
0.230460921843687,0.12117064893077,0.165248124547644,0.172714692008885
0.240480961923848,0.106932656774805,0.138724529674912,0.152422145352203
0.250501002004008,0.0942649413201966,0.113919440457955,0.134299184902243
0.260521042084168,0.0830131170235482,0.0918852625106854,0.11815326943189
0.270541082164329,0.0730343131256064,0.0708719373214589,0.103801182160792
0.280561122244489,0.0641971159955896,0.0525576564078685,0.091070376184524
0.290581162324649,0.0563812808372121,0.0352438280837471,0.079799762361547
0.30060120240481,0.049477281629265,0.0186984010963712,0.0698400625430707
0.31062124248497,0.0433857529353124,0.00385824741619338,0.0610538300346001
0.32064128256513,0.0380168649666729,-0.00933818690466522,0.0533152209558975
0.330661322645291,0.0332896634717914,-0.0214252001406574,0.046509584530526
0.340681362725451,0.0291313982013936,-0.0308495790130079,0.0405329270539542
0.350701402805611,0.0254768574906076,-0.0394196625692366,0.0352912931088726
0.360721442885772,0.0222677216009818,-0.0468548313090595,0.0307000982656977
0.370741482965932,0.0194519436263578,-0.05402438049096,0.0266834397835335
0.380761523046092,0.0169831637815462,-0.0595813275374532,0.0231734054875043
0.390781563126253,0.0148201605938089,-0.0659667945812681,0.0201093958382615
